0,1906.6,1907.8,1909,1910.2,1911.4,1912.6,1913.8,1915,1916.2,1917.4,1918.6,1919.8,1921,1922.1,1923.3,1924.5,1925.7,1926.9,1928.1,1929.3,1930.5,1931.7,1932.9,1934.1,1935.3,1936.5,1937.7,1938.9,1940.1,1941.3,1942.5,1943.7,1944.9,1946.1,1947.3,1948.5,1949.7,1950.9,1952.1,1953.3,1954.5,1955.6,1956.8,1958,1959.2,1960.4,1961.6,1962.8,1964,1965.2,1966.4,1967.6,1968.8,1970,1971.2,1972.4,1973.6,1974.8,1976,1977.2,1978.4,1979.6,1980.8,1982,1983.2,1984.4,1985.6,1986.8,1988,1989.2,1990.4,1991.6,1992.8,1994,1995.2,1996.4,1997.6,1998.8,1999.9,2001.1,2002.3,2003.5,2004.7,2005.9,2007.1,2008.3,2009.5,2010.7,2011.9,2013.1,2014.3,2015.5,2016.7,2017.9,2019.1,2020.3,2021.5,2022.7,2023.9,2025.1,2026.3,2027.5,2028.7,2029.9,2031.1,2032.3,2033.5,2034.7,2035.9,2037.1,2038.3,2039.5,2040.7,2041.9,2043.1,2044.3,2045.5,2046.7,2047.9,2049.1,2050.3,2051.5,2052.7,2053.9,2055.1,2056.3,2057.5,2058.7
1906.8,-0.0094346,-0.0022411,0.0018757,-0.0043458,-0.021895,3.909e-05,3.2714e-06,0.00038531,0.00015484,-0.00035144,-0.0003427,0.00021616,0.0002543,-8.1151e-05,0.00010598,0.00057687,-0.0011978,-3.5624e-05,0.0011792,-4.6638e-05,-4.858e-05,5.7591e-05,0.00043525,-0.00043291,0.00015962,0.00016103,2.2574e-05,-1.2346e-05,2.5776e-05,-2.0401e-05,0.00010727,0.00018529,0.00014968,8.9198e-05,-0.00028053,-0.00068605,-0.00062505,-0.00013151,0.0015221,0.0013075,0.0016124,-0.0004282,0.00069679,0.00023622,0.00087896,-0.0006831,-0.00013959,0.0015522,0.013435,0.01345,0.015027,0.010915,0.0089554,0.0033998,0.0019588,0.0020084,0.001078,0.00048931,0.00032183,5.2755e-05,-4.7369e-05,7.6111e-05,-2.7347e-05,2.7064e-05,2.4093e-05,0.00010163,0.00025521,0.00045662,0.00042265,0.00010848,-0.00039601,-0.00070136,-0.051763,0.00027469,0.0012672,-0.016443,0.0073968,0.0021515,0.00052338,0.00041219,0.00050253,0.00029453,-9.8393e-05,-0.0010149,-5.5357e-06,0.00080539,0.00014664,0.00028899,0.00076527,0.0014105,-0.023791,-0.064824,0.049916,-0.05507,0.035993,-0.056571,-0.0001676,-9.0013e-05,0.0002375,4.929e-06,-1.919e-05,7.0395e-05,-7.3517e-05,-2.374e-05,2.3371e-05,-0.00088277,4.753e-05,-0.0022325,0.0076644,0.0001841,3.395e-06,6.181e-05,6.4349e-05,-0.00010037,-2.1633e-06,0.00011735,-0.00013951,-0.00030665,-0.00028179,7.8898e-05,-0.0017668,0.00029345,0.00056746,-0.001942,-0.00047408,-5.0116e-05,-0.00020104,-0.0015781
1907.3,0.0053276,-0.0010328,-0.0096167,0.0037925,0.041775,0.00015746,-1.826e-05,0.00010425,-9.6466e-06,-0.00026819,-0.00023528,9.9516e-05,0.00022575,-2.1495e-05,0.0002158,0.00054946,-0.0011523,-4.7223e-05,0.0011078,-6.3043e-05,-0.00012038,4.8311e-05,0.00045098,-0.00047436,0.00012535,0.00023055,-3.7698e-05,2.2015e-05,1.1506e-05,-1.4819e-05,5.4125e-06,3.5631e-05,-7.9041e-05,-3.4795e-05,-0.000273,-0.00027229,-2.4327e-05,0.00033635,0.0010693,0.00085477,-0.0040926,-7.538e-05,0.00051895,0.00051596,0.00054419,-0.00055051,0.00035732,0.003049,0.014256,0.014685,0.016355,0.011922,0.008055,0.0046774,0.0034409,0.0027414,0.0013822,0.00070004,0.00050213,0.00020463,5.6561e-05,9.6781e-05,9.3008e-05,8.3918e-06,3.9305e-05,3.5399e-05,0.00011737,0.00016245,0.00011266,2.6385e-05,-0.00014908,-0.00025717,0.08315,-0.00024576,-0.0013522,0.02709,-0.0035116,-0.0010261,-0.00017917,0.00027678,0.00056057,0.00039507,0.00010871,-0.00059763,0.00020333,0.0005927,7.4556e-05,-0.00028782,6.4878e-05,7.6966e-05,0.030299,0.25129,0.01255,-0.097899,0.041859,0.004875,-0.00022771,-0.00021386,0.00016839,2.6623e-05,1.5887e-05,3.1355e-05,-6.144e-05,-4.239e-05,3.4158e-06,-0.00029176,3.3664e-05,0.0031679,-0.0079155,-8.6419e-05,4.1372e-05,3.1833e-05,9.6618e-05,-0.00011347,-1.5588e-05,3.2233e-05,-0.00017534,-0.00027692,-0.00029395,-0.00042941,-0.00021294,-3.4954e-05,0.00030723,0.00040091,-0.00042787,-0.000589,-0.0009113,-0.00083633
1907.7,0.0016453,0.0053295,-0.0029335,0.00049385,0.016756,0.0001728,-3.9701e-05,-0.00022801,-0.00020884,-0.00012679,5.2048e-05,0.00015204,3.0886e-05,3.278e-05,0.00028313,0.00049814,-0.00090417,2.3323e-05,0.00088595,-1.3932e-05,-0.00019388,9.4298e-06,0.00047885,-0.00049337,0.00011091,0.00027451,-6.1467e-05,2.8154e-05,-1.3241e-05,9.2604e-06,-4.6447e-05,-6.5781e-05,-0.00030435,-0.00015183,-0.00014611,0.00018298,0.00039305,0.00036364,-0.00011047,-0.00028903,0.00014601,-8.47e-05,-0.00029488,-5.683e-05,-2.6995e-06,0.00033387,0.0006445,0.0048067,0.014435,0.015621,0.017869,0.014479,0.010698,0.0070177,0.0041901,0.0030867,0.0013822,0.00094329,0.00069441,0.00040632,0.00019327,0.00010461,0.00018767,-1.7047e-05,4.7143e-05,-3.4253e-05,-9.4219e-05,-7.7652e-05,-7.9475e-05,2.7312e-05,0.00010461,0.00024904,-0.033341,-0.00011659,-3.9346e-05,-0.0043564,4.2427e-05,0.00015782,0.0002166,0.00031316,0.00053671,0.00054805,0.00056434,0.00078009,0.00060047,0.0006344,0.00035017,0.00038646,0.00047215,0.00081933,-8.6479e-05,-0.32269,0.070982,-0.087419,0.076117,-0.23829,-0.0001104,-0.0002091,0.00012322,3.818e-05,5.6348e-05,5.4487e-06,-3.4693e-05,-4.2799e-05,-3.2456e-05,0.0053342,5.5931e-05,-0.0011212,-0.0070777,4.7728e-05,3.4733e-05,2.6016e-06,7.2488e-05,-7.1092e-05,-2.1697e-05,-5.4507e-05,-0.00016505,-0.00022678,-0.00024996,-0.00031757,0.00014726,-5.5311e-05,0.00031299,-6.2064e-05,-0.00025505,-0.00024396,-0.00054107,-0.0010779
1908.2,0.010584,0.0034927,0.019645,-0.0020781,-0.13167,0.00016387,-7.4558e-05,-0.00037401,-0.0002568,5.2395e-05,0.00020802,0.00026643,-0.00019571,-5.0611e-06,0.00028384,0.00038011,-0.00055287,8.1906e-05,0.00057481,3.2276e-05,-0.00020128,-1.931e-05,0.0004727,-0.00044722,9.9705e-05,0.00030284,-5.6133e-05,1.3101e-06,-5.4032e-05,2.1624e-05,-1.8997e-05,-1.7214e-05,-0.00028311,-8.4578e-05,2.2354e-05,0.00039081,0.00047563,0.00026695,-0.00020869,-0.00031995,-0.00019715,0.00013977,-0.00022283,0.00089126,-9.9259e-05,0.00063337,0.0013408,0.0066026,0.01446,0.016655,0.019259,0.016997,0.01578,0.0093418,0.0057502,0.0040645,0.0017435,0.0012522,0.00094149,0.00061848,0.00028915,0.00014965,0.00023627,1.3976e-05,6.922e-05,-8.172e-06,-0.0001728,-0.00012819,-0.00012168,1.8644e-05,0.00010791,0.00022277,-0.022551,-0.00021612,-8.8393e-05,-0.00022521,-5.7467e-05,4.0071e-05,0.00015389,0.00025929,0.00041117,0.00048029,0.00059223,0.00095931,0.00075331,0.00058072,0.00041693,0.00053093,0.00057966,0.00041062,0.059733,-0.18147,0.028449,0.14972,0.085989,-0.25027,3.383e-05,-0.00013524,0.0001042,1.746e-05,5.0174e-05,4.3898e-06,-7.3338e-06,-3.3768e-05,-4.4576e-05,-0.0099399,3.6289e-05,1.9239e-05,0.017564,1.5648e-05,3.3522e-05,-2.5526e-05,2.7843e-05,8.3241e-07,-9.3005e-06,-6.5855e-05,-0.00010118,-0.00014521,-0.00019553,-0.0002727,-0.00055223,-0.00018002,0.00017743,7.6611e-05,-0.0001508,-0.00026191,-0.00081355,-0.0011281
1908.7,-0.01318,-0.0062669,-0.017392,0.00047209,0.13932,2.671e-05,-0.00011214,-0.00031729,-0.00017528,0.000201,0.00021998,0.00032528,-0.00035831,-2.8947e-05,0.00023259,0.00024252,-0.00021663,0.00013945,0.00028423,3.8468e-05,-0.00016006,-1.9088e-05,0.00036853,-0.00029229,0.0001108,0.00028203,-1.8536e-05,-2.824e-05,-8.0117e-05,8.6864e-07,4.3878e-05,0.00011186,-9.5595e-05,6.5458e-05,0.00018695,0.00040615,0.00025364,1.6723e-06,-0.00032936,-0.00021958,-0.00022821,0.00010176,-0.00012614,-0.0036821,0.00027536,0.0015682,0.002073,0.0084401,0.014407,0.017542,0.020815,0.020191,0.017835,0.0128,0.0077062,0.0053419,0.0024478,0.001651,0.0012269,0.00083234,0.00035078,0.00022489,0.00023962,0.0001161,8.8201e-05,8.1148e-05,-0.00016445,-1.7418e-05,-7.5578e-05,4.5673e-05,-1.6909e-05,0.00016621,0.0079754,-0.00012586,-5.2374e-05,-0.00012503,-8.7125e-05,3.9229e-05,7.8799e-05,0.00020771,0.00034063,0.00040755,0.0004971,0.0010456,0.00073825,0.00055363,0.00059958,0.00074921,0.00084553,0.000656,-0.088232,0.081268,0.019789,-0.043499,0.091861,-0.21164,0.00016864,-7.9281e-05,4.3501e-05,-1.1031e-05,2.8105e-05,-1.1601e-06,1.7702e-05,-5.5237e-06,-2.9792e-05,0.0094865,-9.7832e-05,3.1393e-05,-0.01022,6.0012e-06,1.8972e-05,-2.9719e-05,-1.2062e-05,6.2169e-05,2.9033e-05,-1.9883e-05,-1.6745e-05,-5.7112e-05,-0.00013124,-0.00021888,-0.00025888,-0.00014447,8.7856e-05,8.6553e-05,-7.4894e-05,-0.00022035,-0.0010228,-0.0012795
1909.2,0.0004884,-0.0002851,0.00017563,0.00052092,-0.00010658,-7.8577e-05,-9.3145e-05,-8.1528e-05,2.61e-05,0.00029747,8.5697e-05,0.00026996,-0.00039246,-3.488e-05,0.00021139,0.0001265,-3.3788e-05,0.00018978,7.4845e-05,2.1648e-05,-7.9065e-05,-2.1856e-05,0.00023669,-0.00013233,0.00011236,0.00023121,1.2049e-05,-4.348e-05,-9.731e-05,-3.8552e-05,9.9716e-05,0.00028188,0.00023008,0.00028738,0.00027327,0.00016802,-0.00010817,-0.00016329,-0.00024075,4.5226e-05,-1.2709e-05,0.0001127,-2.3833e-05,0.0084507,0.0016365,0.0027315,0.0033695,0.010432,0.014465,0.018338,0.02228,0.023243,0.022177,0.016977,0.010315,0.0072194,0.004022,0.0022347,0.0015817,0.0010659,0.00039657,0.00029853,0.0001923,0.00022628,6.1491e-05,0.00017131,-0.00014014,0.00011771,-3.9965e-05,7.8042e-05,-8.3147e-05,0.00013835,0.00037678,-3.9144e-05,-2.7048e-05,-4.4976e-05,-9.846e-05,1.1802e-06,5.4416e-05,0.0001574,0.00025386,0.0002861,0.00033405,0.00064145,0.00052951,0.00041295,0.00050048,0.00063759,0.0007078,0.00057784,-0.0005754,-0.030978,-0.011606,0.0056072,0.065121,-0.29005,0.00021318,-1.8484e-05,5.1589e-06,-4.6067e-06,1.0682e-05,2.1127e-06,4.7558e-05,2.5126e-05,1.4893e-05,-0.01014,0.00022358,1.4177e-05,0.0034505,-2.0644e-05,-4.7659e-06,-1.9142e-05,-2.0732e-05,0.00010249,9.1858e-05,4.5721e-05,6.0759e-05,1.5005e-05,-5.7184e-05,-0.00014841,-0.00020888,-0.00012783,6.1812e-06,8.0498e-05,-8.6206e-06,-0.0002468,-0.0012326,-0.0015435
1909.7,0.00059954,-0.00038315,0.00018877,0.00045094,-9.5874e-05,-0.00021748,-7.4608e-05,0.00012968,0.00020795,0.00035246,-0.0001374,0.00012356,-0.00033003,-8.6772e-06,0.066171,3.3215e-05,3.128e-05,0.00021015,-3.7449e-05,2.0961e-06,-5.665e-06,-2.3319e-05,9.0656e-05,-2.0861e-05,9.8187e-05,0.00015533,2.2752e-05,-3.7087e-05,-6.7594e-05,-5.4604e-05,0.00011348,0.00037639,0.00056033,0.00050731,0.00027677,-0.00013963,-0.00030132,-0.00016589,2.1385e-05,0.00034507,0.00032356,0.0003805,9.6064e-05,0.022213,0.0028643,0.0036008,0.0041993,0.010879,0.014527,0.018665,0.023449,0.025588,0.025789,0.020902,0.012625,0.0090235,0.0061885,0.0026592,0.0019673,0.0013021,0.00041848,0.00036899,0.00011448,0.00032034,2.2979e-05,0.00021096,-0.00011416,0.00016771,-2.0871e-05,0.00013437,-9.8353e-05,8.4795e-05,0.00036527,8.8009e-05,5.449e-05,-1.103e-05,-8.7864e-05,-4.2968e-05,4.3853e-05,0.00011638,0.00021472,0.0002418,0.0002677,0.00043253,0.00038368,0.00029978,0.00054943,0.00041705,0.0004622,0.00018331,-0.043185,0.19636,-0.022858,0.0064845,0.037636,-0.54746,0.00018218,3.1834e-05,-9.6348e-06,-6.878e-07,1.0248e-05,1.9805e-06,6.6598e-05,4.889e-05,5.1733e-05,0.015485,-0.0021885,-0.0001116,-0.0028805,-5.1768e-05,-4.316e-05,1.3832e-05,7.6188e-06,0.00013579,0.00017262,0.00013239,0.00012129,8.5757e-05,2.3078e-05,-7.0916e-05,-0.00013133,-9.2028e-05,-5.3353e-05,4.6288e-05,7.6912e-05,-0.00033658,-0.001561,-0.0019786
1910.2,0.00065168,-0.00040682,0.00014905,0.00036928,-8.4344e-05,-0.00021925,-4.1992e-07,0.00028758,0.00037834,0.00039757,-0.00035382,-8.4191e-05,-0.0002344,6.7795e-05,-0.15389,-5.2587e-05,4.0919e-05,0.00019169,-7.2279e-05,-1.805e-05,3.361e-05,-2.2514e-05,-1.3436e-05,2.0129e-05,7.8568e-05,8.5215e-05,1.2507e-05,-2.8031e-05,-2.2673e-05,-6.7761e-05,8.5374e-05,0.00031296,0.00067107,0.00063209,0.00029938,-0.00061894,-0.00023902,1.5505e-05,0.00034948,0.00068502,0.00079215,0.00075186,0.00060499,-0.025924,0.0053084,0.0048965,0.0052692,0.010905,0.014696,0.018725,0.024102,0.027019,0.02801,0.023914,0.012694,0.0090406,0.0065072,0.0022994,0.0022638,0.0014312,0.00039608,0.00037596,2.1257e-05,0.00037468,-2.9308e-05,0.00017195,-5.3651e-05,0.00016234,-1.2063e-06,0.00014576,-7.7837e-05,-1.6836e-05,0.00035322,0.00013378,5.2347e-05,4.0631e-06,-1.3542e-05,-5.0368e-05,3.8144e-05,7.6905e-05,0.0001844,0.00020113,0.00022899,0.00035889,0.0003237,0.00022051,0.012396,-0.00034549,-4.7913e-05,-0.0010275,0.04019,0.13055,-0.0047371,-0.02114,0.012738,-0.94606,0.00014957,0.00011343,8.6693e-06,9.7032e-06,1.6145e-05,1.6975e-05,8.4352e-05,6.0103e-05,8.6766e-05,-0.010677,0.0016177,4.5203e-05,0.0015452,-6.2001e-05,-5.9432e-05,6.5362e-05,7.2995e-05,0.00017965,0.00025793,0.00021914,0.00017603,0.00015858,0.00012076,7.129e-06,-4.64e-05,-2.6956e-05,-2.7441e-05,4.5874e-05,0.00017427,-0.00048586,-0.0019087,-0.0025575
1910.7,0.00060449,-0.00034845,0.00011734,0.00032927,-5.1671e-06,-8.6833e-05,0.00014936,0.00038724,0.00046468,0.00039551,-0.00055126,-0.00032456,-0.00010705,9.258e-05,0.01736,-0.00015061,1.4439e-05,0.00013173,-7.2834e-05,-2.1552e-05,4.9483e-05,-1.4966e-05,-8.3223e-05,2.6959e-05,5.4176e-05,1.6614e-05,1.4569e-06,-2.8858e-05,1.3316e-05,-6.9548e-05,0.00045973,0.00012268,0.00037752,0.00023455,1.3633e-05,0.023958,0.00012652,0.00041074,0.00080072,0.0009608,0.0011527,0.0010293,0.0011551,0.0042116,0.0045776,0.0051901,0.0059693,0.010421,0.014318,0.018,0.024146,0.027605,0.028924,0.025103,0.010175,0.0065968,0.0050431,0.0014853,0.0021612,0.0012396,0.00039204,0.00034866,-3.9424e-05,0.00036972,-2.8451e-05,8.2666e-05,-1.559e-05,5.9512e-05,-1.8397e-05,0.00013202,7.6711e-05,-6.0257e-05,0.00033119,9.6657e-05,4.3281e-05,1.0961e-05,7.89e-05,-7.5829e-05,1.6213e-05,4.7953e-05,0.00017386,0.00018916,0.0002336,0.00035002,0.00035814,0.00029774,-0.025202,0.0020458,0.0037282,-0.00093096,0.051557,0.21965,0.050097,0.0054304,-0.0009472,-1.385,0.00011193,0.00012946,5.1388e-05,5.5007e-06,3.2476e-05,-5.9885e-07,4.9235e-05,2.8999e-05,9.1316e-05,0.00014485,3.4563e-07,-0.00014409,-0.00014482,-5.6401e-05,-3.4128e-05,0.00016079,0.00017623,0.0002285,0.00033919,0.00030236,0.00022659,0.00025253,0.00027243,6.7016e-05,-8.1638e-06,-1.5461e-05,5.9424e-05,0.00010253,0.00035485,-0.00066256,-0.0022013,-0.0031763
